#{"t_start": 1744343419.331477, "env_id": "None"}
r,l,t
172.0,87,182.336761
99.0,85,182.397272
85.0,79,182.469111
92.0,87,182.532938
179.0,87,182.59607
326.0,98,182.666487
198.0,89,182.726755
65.0,79,182.784425
227.0,86,182.848434
326.0,98,183.072806
192.0,86,183.184326
196.0,92,183.262433
82.0,78,183.325355
286.0,93,183.396132
321.0,97,183.470688
109.0,82,183.538909
118.0,93,183.615457
111.0,87,183.675821
210.0,95,183.746963
94.0,87,183.847448
334.0,102,183.924691
98.0,91,183.987844
90.0,79,186.440986
138.0,93,186.537499
80.0,84,186.599714
65.0,84,186.666426
117.0,93,186.741479
115.0,82,186.801716
67.0,80,186.860578
92.0,81,186.922964
207.0,94,186.993257
243.0,105,187.069195
312.0,99,187.138034
186.0,88,187.201148
56.0,73,187.263407
207.0,90,187.326538
209.0,91,187.39167
198.0,95,187.495716
231.0,104,187.571561
65.0,86,187.668294
211.0,89,187.735715
121.0,85,187.799601
107.0,92,187.918382
232.0,95,187.989674
186.0,88,188.054276
81.0,80,191.173046
108.0,88,191.244597
127.0,92,191.319779
75.0,74,191.374408
226.0,95,191.447244
217.0,91,191.515391
187.0,92,191.754634
206.0,92,191.904959
108.0,91,191.979226
316.0,92,192.046913
345.0,101,192.132208
96.0,81,192.200171
196.0,98,192.28545
93.0,81,192.348852
389.0,90,192.421389
210.0,93,192.490947
98.0,88,192.558259
94.0,89,192.623745
580.0,114,192.708851
190.0,94,192.784648
312.0,95,192.859408
60.0,72,192.922646
67.0,82,192.985417
183.0,84,195.171223
221.0,100,195.270887
70.0,82,195.351008
200.0,89,195.419953
347.0,104,195.495254
65.0,81,195.553944
77.0,82,195.613519
106.0,85,195.685548
229.0,92,195.768517
329.0,102,195.84949
86.0,81,195.906848
193.0,90,195.973431
229.0,100,196.050618
424.0,103,196.127436
213.0,93,196.196333
70.0,83,196.27062
197.0,84,196.338025
180.0,91,196.411066
99.0,86,196.477943
221.0,91,196.543266
218.0,87,196.606259
220.0,95,196.675265
62.0,80,196.808636
192.0,88,199.248766
88.0,85,199.310551
212.0,92,199.380328
77.0,84,199.454834
112.0,88,199.517538
212.0,98,199.61219
131.0,94,199.68906
91.0,77,199.746095
335.0,110,199.824683
231.0,98,199.895653
185.0,96,199.968173
88.0,83,200.026731
346.0,107,200.10417
232.0,97,200.17408
82.0,85,200.23464
347.0,99,200.306661
212.0,90,200.398691
327.0,100,200.469435
73.0,81,200.528058
100.0,79,200.588852
215.0,93,200.671884
103.0,81,200.746418
187.0,96,202.961093
324.0,109,203.044969
104.0,97,203.116156
127.0,87,203.18661
205.0,88,203.25784
157.0,75,203.312274
248.0,99,203.385313
88.0,84,203.45434
108.0,88,203.52416
117.0,89,203.588704
325.0,101,203.662097
216.0,93,203.726988
183.0,89,203.790648
92.0,88,203.854858
103.0,89,203.918404
210.0,98,203.997596
67.0,79,204.055693
124.0,93,204.121631
80.0,88,204.185359
111.0,88,204.246602
91.0,91,204.323856
80.0,75,204.384778
216.0,92,204.461111
217.0,95,206.677125
112.0,92,206.745135
224.0,86,206.816116
136.0,91,206.884121
327.0,104,206.962937
540.0,108,207.040748
467.0,106,207.119559
176.0,87,207.181966
302.0,90,207.247159
87.0,79,207.30228
201.0,87,207.364632
405.0,95,207.433949
80.0,83,207.492078
106.0,91,207.565092
91.0,88,207.626361
316.0,93,207.694263
69.0,81,207.753025
74.0,77,207.807191
102.0,93,207.877207
111.0,88,207.938227
192.0,91,208.003587
67.0,79,208.062575
111.0,90,210.168025
184.0,93,210.237028
92.0,82,210.306064
238.0,98,210.378143
137.0,93,210.443481
127.0,89,210.507169
107.0,93,210.573126
224.0,101,210.646519
177.0,85,210.711705
229.0,99,210.779808
541.0,107,210.856458
210.0,97,210.929287
213.0,94,210.996837
119.0,89,211.060424
90.0,87,211.123051
303.0,98,211.194972
139.0,97,211.279911
192.0,95,211.369281
81.0,84,211.447745
113.0,89,211.510053
80.0,88,211.572906
110.0,86,211.63538
107.0,85,211.695933
306.0,95,213.781522
190.0,84,213.843262
218.0,94,213.923189
79.0,81,213.99439
104.0,93,214.06407
74.0,88,214.12721
203.0,92,214.19277
102.0,88,214.253592
195.0,85,214.31526
98.0,86,214.378267
76.0,78,214.431954
227.0,99,214.504093
92.0,85,214.563661
78.0,79,214.621721
61.0,84,214.682931
115.0,91,214.752275
232.0,92,214.835773
320.0,91,214.900317
322.0,99,214.970453
451.0,107,215.048367
460.0,104,215.122325
222.0,100,215.192484
115.0,95,217.39403
89.0,84,217.456174
64.0,89,217.518983
119.0,85,217.580091
157.0,95,217.647707
119.0,92,217.711092
169.0,86,217.772868
47.0,74,217.823419
459.0,99,217.89467
111.0,82,217.958383
89.0,83,218.022837
140.0,93,218.095808
308.0,97,218.165513
333.0,101,218.236299
237.0,98,218.312518
96.0,85,218.372729
323.0,102,218.443889
342.0,103,218.516535
274.0,99,218.586442
173.0,88,218.647726
201.0,87,218.710145
215.0,92,218.773228
199.0,95,218.842551
213.0,94,220.912976
117.0,96,220.982957
220.0,98,221.054963
219.0,101,221.136008
214.0,95,221.202006
138.0,99,221.270495
181.0,88,221.339194
357.0,102,221.413935
237.0,93,221.479026
73.0,79,221.536926
226.0,98,221.604206
230.0,92,221.670309
85.0,85,221.7323
197.0,93,221.797425
49.0,71,221.849413
112.0,86,221.919042
91.0,89,221.983349
64.0,75,222.036848
308.0,105,222.111596
444.0,105,222.186415
77.0,86,222.249153
108.0,89,222.315162
81.0,86,224.427589
94.0,88,224.501954
79.0,81,224.560267
341.0,97,224.627136
233.0,94,224.694314
211.0,92,224.760065
97.0,88,224.822369
301.0,100,224.894821
231.0,99,224.96331
114.0,90,225.030112
43.0,71,225.080937
197.0,99,225.15046
227.0,99,225.221356
103.0,85,225.281985
83.0,82,225.342493
225.0,97,225.41452
94.0,92,225.478785
216.0,94,225.546211
347.0,102,225.620598
313.0,100,225.694022
218.0,97,225.763907
195.0,88,225.826301
223.0,100,228.354098
75.0,88,228.425305
291.0,88,228.493753
210.0,100,228.568661
214.0,95,228.640799
201.0,87,228.702787
129.0,97,228.773838
326.0,98,228.845152
129.0,95,228.91415
88.0,81,228.976631
316.0,102,229.052997
339.0,104,229.232
71.0,75,229.29222
195.0,84,229.353356
227.0,97,229.424944
78.0,90,229.492446
235.0,96,229.563428
206.0,90,229.627012
96.0,85,229.689313
74.0,79,229.748935
215.0,92,229.820728
172.0,84,229.883431
108.0,86,229.945149
126.0,86,232.116599
79.0,89,232.18498
105.0,91,232.252613
78.0,88,232.320005
99.0,86,232.383707
88.0,85,232.619134
412.0,105,232.760938
60.0,79,232.828524
162.0,88,232.952372
359.0,105,233.051969
79.0,90,233.134093
135.0,96,233.225863
146.0,95,233.310091
189.0,93,233.3881
88.0,76,233.458754
195.0,88,233.532302
300.0,94,233.610739
124.0,95,233.685471
79.0,82,233.749588
126.0,96,233.817099
245.0,104,233.892972
275.0,109,233.971458
94.0,87,236.362598
201.0,82,236.432654
347.0,103,236.512598
212.0,91,236.578813
219.0,92,236.646181
68.0,76,236.725534
102.0,87,236.790616
174.0,85,236.860948
352.0,106,236.949023
268.0,101,237.019704
215.0,97,237.089726
229.0,101,237.168233
188.0,95,237.236681
95.0,79,237.296938
91.0,85,237.356721
238.0,102,237.429439
204.0,92,237.496994
222.0,94,237.56429
91.0,95,237.640819
216.0,98,237.713183
229.0,98,237.797258
304.0,95,237.865189
318.0,98,240.133522
340.0,96,240.219464
81.0,91,240.284106
204.0,92,240.357951
294.0,91,240.445828
298.0,80,240.526126
229.0,94,240.615637
183.0,95,240.683853
206.0,89,240.748583
131.0,91,240.811727
58.0,82,240.873954
322.0,104,240.948595
121.0,91,241.012826
119.0,92,241.079681
161.0,78,241.134371
246.0,101,241.208314
67.0,78,241.267966
209.0,95,241.340692
185.0,89,241.439311
312.0,95,241.509455
212.0,99,241.585902
122.0,87,241.648616
110.0,87,241.711804
196.0,88,244.000172
235.0,93,244.074853
99.0,82,244.141199
238.0,94,244.214556
77.0,81,244.285322
86.0,88,244.359104
116.0,90,244.434455
339.0,107,244.515977
275.0,83,244.575806
109.0,92,244.642317
92.0,77,244.699826
122.0,91,244.776226
76.0,92,244.842453
213.0,97,244.910921
107.0,85,244.982799
205.0,97,245.054804
203.0,88,245.116701
177.0,84,245.178435
105.0,91,245.244797
60.0,77,245.303831
193.0,95,245.374708
123.0,91,245.447399
215.0,93,245.517189
218.0,96,247.783866
213.0,102,247.868309
224.0,94,247.937061
317.0,89,248.00146
316.0,94,248.079376
433.0,107,248.247224
189.0,94,248.315329
170.0,85,248.431242
209.0,93,248.540417
65.0,82,248.606854
85.0,78,248.767443
296.0,88,248.928784
97.0,93,249.196879
83.0,86,249.268792
93.0,88,249.347661
124.0,94,249.432327
100.0,92,249.503199
318.0,95,249.575255
151.0,101,249.664062
222.0,96,249.747634
88.0,85,249.813539
77.0,83,249.876881
327.0,104,252.327111
105.0,93,252.405578
248.0,98,252.482825
111.0,90,252.557097
335.0,108,252.647701
124.0,89,252.722406
208.0,90,252.794076
185.0,87,252.859646
239.0,101,252.934979
95.0,90,253.002096
84.0,81,253.067178
191.0,89,253.130741
72.0,82,253.189642
99.0,91,253.25554
110.0,85,253.315655
229.0,99,253.391358
180.0,87,253.456121
75.0,85,253.515219
219.0,96,253.583569
277.0,88,253.643908
125.0,89,253.709291
213.0,89,253.773452
83.0,80,255.992201
357.0,108,256.078414
116.0,87,256.142045
200.0,89,256.219056
192.0,85,256.280499
167.0,83,256.341928
218.0,96,256.411842
114.0,85,256.471279
87.0,82,256.530844
409.0,102,256.603703
86.0,75,256.657594
107.0,88,256.720976
127.0,94,256.788005
115.0,97,256.858261
250.0,95,256.932398
193.0,93,256.997902
177.0,79,257.056806
329.0,102,257.128016
447.0,107,257.205266
202.0,91,257.270264
264.0,98,257.340633
183.0,80,257.397243
66.0,74,257.449095
309.0,92,260.336586
446.0,112,260.447565
95.0,82,260.514119
321.0,95,260.590418
88.0,82,260.651681
111.0,91,260.719545
205.0,90,260.808116
197.0,94,260.888857
64.0,80,260.946485
125.0,93,261.015332
196.0,87,261.078383
79.0,83,261.138088
220.0,101,261.218856
200.0,89,261.29115
479.0,114,261.375014
245.0,94,261.495389
180.0,96,261.582024
239.0,108,261.66877
92.0,78,261.729446
210.0,102,261.812034
117.0,87,261.881389
107.0,84,261.95169
352.0,102,264.145276
209.0,94,264.214935
210.0,93,264.284638
68.0,88,264.348785
71.0,95,264.421101
197.0,95,264.493394
61.0,77,264.548115
230.0,100,264.622978
101.0,93,264.691218
325.0,100,264.768414
190.0,88,264.833501
123.0,100,264.907161
82.0,83,264.96531
118.0,93,265.033705
110.0,88,265.096588
80.0,89,265.159097
104.0,84,265.219933
176.0,91,265.283807
323.0,109,265.362201
334.0,104,265.438561
140.0,91,265.503745
226.0,96,265.57269
191.0,91,267.760876
93.0,88,267.831559
97.0,91,267.902585
184.0,87,267.973746
173.0,84,268.038002
346.0,117,268.128169
299.0,92,268.198596
75.0,84,268.25881
347.0,97,268.333234
84.0,93,268.406877
200.0,99,268.483583
105.0,87,268.549156
327.0,101,268.626499
82.0,82,268.691909
108.0,94,268.76295
298.0,95,268.836306
195.0,88,268.900929
138.0,100,268.977841
114.0,96,269.048507
87.0,85,269.114344
303.0,94,269.180651
66.0,88,269.245116
108.0,100,271.71655
111.0,96,271.790221
215.0,94,271.858241
244.0,94,271.932183
182.0,83,271.994797
160.0,86,272.055578
121.0,97,272.128475
189.0,85,272.190504
554.0,103,272.263053
176.0,91,272.330482
63.0,77,272.38787
241.0,101,272.468256
249.0,98,272.54642
222.0,93,272.614779
214.0,89,272.677902
161.0,83,272.737724
308.0,101,272.809389
169.0,84,272.870582
419.0,103,272.945141
228.0,97,273.01387
101.0,85,273.076309
88.0,89,273.141738
184.0,86,273.205572
109.0,92,275.901784
99.0,89,275.966385
105.0,91,276.044043
184.0,102,276.128566
101.0,91,276.20466
101.0,84,276.264365
203.0,105,276.344143
229.0,107,276.42227
121.0,92,276.487231
286.0,96,276.55753
91.0,84,276.69984
101.0,87,276.763556
129.0,83,276.82846
206.0,90,276.895065
194.0,88,276.97071
194.0,95,277.044194
66.0,90,277.111405
208.0,88,277.175638
127.0,88,277.2399
365.0,109,277.320577
101.0,93,277.395316
291.0,89,277.466035
130.0,91,279.8267
84.0,81,279.887249
224.0,96,279.959424
113.0,87,280.024693
254.0,104,280.098472
133.0,92,280.167574
341.0,98,280.241808
71.0,75,280.297337
522.0,105,280.375682
307.0,95,280.445033
112.0,92,280.514505
104.0,87,280.578967
338.0,101,280.653493
202.0,98,280.728439
203.0,91,280.796706
186.0,87,280.86021
341.0,100,280.931223
105.0,91,280.997066
81.0,82,281.055168
208.0,87,281.118704
185.0,91,281.187074
102.0,87,281.2502
217.0,80,283.348656
339.0,101,283.424159
303.0,90,283.490044
234.0,95,283.558293
297.0,85,283.62142
87.0,87,283.682878
88.0,84,283.745013
185.0,96,283.814588
413.0,112,283.913837
191.0,82,283.976355
188.0,95,284.045173
487.0,114,284.127215
226.0,101,284.197657
42.0,63,284.243384
212.0,97,284.311214
112.0,88,284.386348
149.0,98,284.456154
245.0,113,284.535652
343.0,112,284.623159
439.0,109,284.701498
244.0,101,284.77524
200.0,89,284.838088
94.0,85,286.915496
225.0,98,286.989711
52.0,74,287.041741
84.0,82,287.101769
91.0,88,287.163716
112.0,87,287.229113
138.0,96,287.351723
76.0,81,287.410946
96.0,87,287.472431
194.0,89,287.59863
248.0,90,287.664778
75.0,90,287.736003
331.0,97,287.81122
145.0,92,287.887405
196.0,97,288.030171
197.0,89,288.092867
167.0,88,288.157319
206.0,96,288.2263
201.0,89,288.294517
246.0,99,288.437076
186.0,101,288.617507
743.0,130,288.815421
324.0,97,291.037936
73.0,84,291.102022
212.0,91,291.168498
114.0,89,291.232102
180.0,86,291.294508
244.0,94,291.359668
222.0,92,291.426041
125.0,91,291.491424
101.0,75,291.543601
105.0,86,291.606798
334.0,102,291.681213
81.0,92,291.748583
226.0,92,291.815529
186.0,82,291.874826
107.0,92,291.949258
109.0,92,292.021155
111.0,84,292.082178
188.0,89,292.149891
200.0,91,292.216505
81.0,84,292.276342
114.0,88,292.34075
83.0,87,292.401273
79.0,85,292.463232
101.0,86,294.552779
102.0,93,294.618922
331.0,99,294.691546
106.0,93,294.758805
204.0,96,294.824948
322.0,97,294.894311
97.0,83,294.961544
131.0,94,295.02844
148.0,103,295.102915
275.0,109,295.203061
231.0,97,295.274169
114.0,94,295.34077
78.0,83,295.402568
204.0,90,295.465801
109.0,87,295.530112
216.0,97,295.601353
83.0,84,295.660597
210.0,94,295.730948
71.0,78,295.787336
304.0,95,295.856038
302.0,93,295.923354
80.0,84,295.981482
225.0,99,298.370794
276.0,106,298.449569
74.0,88,298.513374
199.0,91,298.581137
186.0,83,298.641383
106.0,92,298.709131
225.0,97,298.780077
410.0,101,298.851814
64.0,84,298.913063
203.0,87,298.993717
75.0,85,299.053323
115.0,98,299.124625
358.0,104,299.200468
209.0,95,299.268999
185.0,91,299.335737
204.0,87,299.397653
212.0,92,299.466335
328.0,100,299.539442
213.0,99,299.610738
233.0,102,299.687385
329.0,104,299.765732
123.0,92,299.833784
560.0,106,301.986879
229.0,98,302.057788
209.0,95,302.127254
238.0,99,302.199443
226.0,97,302.269627
147.0,97,302.343668
124.0,96,302.415399
53.0,73,302.472655
196.0,93,302.542356
124.0,92,302.608341
215.0,88,302.673384
97.0,88,302.737481
92.0,81,302.797213
313.0,103,302.870791
49.0,76,302.923736
224.0,92,302.988595
125.0,99,303.058021
225.0,96,303.125435
172.0,86,303.18657
360.0,113,303.267225
161.0,99,303.337015
324.0,103,303.410518
111.0,94,305.516761
108.0,90,305.581158
65.0,83,305.641667
94.0,85,305.704867
125.0,91,305.768575
206.0,99,305.83963
212.0,90,305.908168
473.0,111,305.98774
100.0,97,306.060311
101.0,84,306.120999
221.0,89,306.183272
362.0,105,306.261079
328.0,92,306.330689
312.0,92,306.39637
347.0,102,306.471198
206.0,95,306.540489
197.0,89,306.603944
391.0,89,306.844093
110.0,89,306.927137
537.0,109,307.016737
63.0,77,307.070756
183.0,88,307.134999
107.0,97,309.655283
215.0,101,309.730609
240.0,96,309.802165
193.0,95,309.869991
55.0,81,309.929038
127.0,90,309.993198
200.0,98,310.063211
197.0,93,310.130484
179.0,86,310.190196
332.0,105,310.267783
113.0,90,310.333031
131.0,92,310.397655
199.0,91,310.464984
192.0,92,310.530505
205.0,88,310.593416
317.0,92,310.659412
72.0,81,310.71675
54.0,73,310.770643
153.0,96,310.837502
231.0,99,311.085366
173.0,88,311.150409
94.0,92,311.222963
197.0,93,313.517194
240.0,95,313.588276
218.0,98,313.65818
85.0,80,313.717458
247.0,103,313.79076
81.0,74,313.844249
129.0,93,313.911224
74.0,80,313.966989
141.0,99,314.039049
182.0,97,314.108658
124.0,102,314.181535
135.0,88,314.245496
238.0,101,314.319545
211.0,90,314.384863
296.0,85,314.447338
82.0,92,314.512945
125.0,93,314.579972
125.0,97,314.650144
205.0,101,314.720678
189.0,84,314.781524
111.0,93,314.851003
104.0,94,314.917753
229.0,101,317.279044
192.0,81,317.338613
106.0,87,317.404267
353.0,95,317.474708
218.0,91,317.542895
416.0,101,317.63858
246.0,96,317.81281
213.0,98,317.944182
107.0,90,318.026513
225.0,100,318.121176
206.0,84,318.189175
104.0,95,318.261146
91.0,94,318.332273
308.0,90,318.397973
127.0,96,318.482735
82.0,81,318.555071
63.0,82,318.614887
97.0,81,318.674065
121.0,96,318.748577
97.0,93,318.817442
223.0,96,318.886216
159.0,80,318.944437
207.0,99,319.01779
101.0,95,321.796534
132.0,92,321.878053
87.0,86,321.953751
174.0,85,322.024755
84.0,75,322.08699
218.0,97,322.167548
301.0,93,322.247265
106.0,90,322.322599
306.0,100,322.411853
92.0,83,322.48724
57.0,80,322.552961
105.0,88,322.625086
220.0,92,322.701239
217.0,96,322.771642
226.0,91,322.838363
79.0,90,322.912991
81.0,89,322.984222
116.0,85,323.052641
121.0,88,323.12211
339.0,101,323.20052
217.0,94,323.276456
122.0,93,323.351369
96.0,90,325.579299
79.0,84,325.642797
336.0,98,325.717303
84.0,82,325.777343
72.0,81,325.837525
68.0,88,325.900478
429.0,116,325.984611
104.0,86,326.048174
226.0,86,326.108625
184.0,87,326.172486
101.0,88,326.233775
219.0,92,326.304864
422.0,104,326.381541
114.0,92,326.446023
182.0,89,326.511902
327.0,108,326.591008
69.0,81,326.65064
238.0,94,326.71883
121.0,97,326.788257
198.0,85,326.848585
88.0,86,326.910874
196.0,93,326.984409
218.0,90,327.049021
82.0,83,329.513482
151.0,75,329.568992
122.0,85,329.632613
355.0,103,329.707114
97.0,87,329.781316
109.0,95,329.850429
198.0,91,329.915821
140.0,87,329.97881
88.0,95,330.050012
213.0,97,330.120604
64.0,77,330.17685
190.0,88,330.23974
191.0,93,330.306886
50.0,71,330.358641
92.0,92,330.424525
132.0,90,330.489765
91.0,85,330.549389
448.0,100,330.621363
537.0,114,330.703427
220.0,93,330.768708
188.0,91,330.835669
449.0,101,330.910389
181.0,92,333.015057
179.0,79,333.072042
70.0,75,333.129081
202.0,98,333.201124
54.0,80,333.258387
121.0,84,333.325583
75.0,81,333.383059
252.0,106,333.459443
78.0,74,333.515047
193.0,88,333.577991
56.0,83,333.639729
113.0,93,333.706488
115.0,87,333.77087
100.0,88,333.835074
99.0,86,333.895644
310.0,105,333.972128
123.0,96,334.041513
83.0,81,334.100476
106.0,87,334.168229
206.0,87,334.236648
111.0,94,334.307757
85.0,90,334.374256
119.0,91,334.43944
228.0,98,336.641242
181.0,82,336.705525
319.0,102,336.777767
97.0,84,336.841937
206.0,86,336.904221
180.0,79,336.96553
431.0,104,337.040959
208.0,88,337.103011
91.0,85,337.164263
129.0,99,337.237134
333.0,111,337.316044
74.0,82,337.37546
198.0,98,337.44683
237.0,95,337.514362
141.0,92,337.580646
125.0,89,337.644408
110.0,88,337.707248
190.0,88,337.771015
317.0,99,337.840619
72.0,81,337.901016
537.0,102,337.974181
220.0,93,338.0577
127.0,97,338.127238
424.0,107,340.220302
171.0,85,340.288514
111.0,88,340.350891
337.0,105,340.426865
111.0,88,340.490346
96.0,84,340.549203
181.0,83,340.608913
463.0,110,340.688532
119.0,94,340.756331
218.0,94,340.823931
110.0,91,340.889231
313.0,97,340.957777
363.0,106,341.03364
205.0,87,341.095108
305.0,97,341.163916
149.0,92,341.231107
54.0,82,341.289538
192.0,84,341.353883
203.0,88,341.422733
94.0,81,341.483773
193.0,90,341.549947
132.0,95,341.617849
217.0,95,343.806679
101.0,90,343.882731
200.0,86,343.948927
76.0,86,344.010879
80.0,88,344.075471
119.0,85,344.136198
191.0,92,344.204938
316.0,95,344.282489
180.0,102,344.359516
63.0,77,344.416896
125.0,98,344.490739
191.0,95,344.560824
317.0,104,344.640077
72.0,78,344.702218
306.0,90,344.772832
91.0,87,344.846459
174.0,78,344.904406
100.0,88,344.968199
53.0,74,345.023261
287.0,97,345.173657
195.0,85,345.240561
133.0,91,345.312596
188.0,95,345.385168
83.0,86,347.516524
98.0,95,347.587116
215.0,94,347.655875
72.0,78,347.71268
325.0,107,347.791591
60.0,79,347.850277
138.0,100,347.933099
126.0,91,348.007277
229.0,104,348.105488
97.0,86,348.170121
223.0,99,348.254576
216.0,89,348.321362
194.0,88,348.39251
78.0,82,348.452016
438.0,100,348.525786
86.0,83,348.586945
117.0,94,348.655601
155.0,94,348.725887
178.0,84,348.786458
176.0,93,348.855524
175.0,84,348.918582
108.0,98,349.108648
105.0,100,351.444124
110.0,83,351.508839
145.0,94,351.586198
120.0,93,351.660404
124.0,85,351.728463
171.0,84,351.793537
205.0,94,351.864159
212.0,92,351.929919
89.0,85,351.998181
217.0,98,352.06899
86.0,87,352.131294
100.0,86,352.193705
123.0,90,352.258999
108.0,106,352.338226
367.0,109,352.417551
206.0,83,352.483577
92.0,88,352.54614
244.0,99,352.618343
203.0,91,352.684453
137.0,87,352.746928
110.0,86,352.809596
207.0,93,352.876689
93.0,78,352.934575
227.0,90,355.141406
320.0,92,355.213471
126.0,99,355.285069
337.0,104,355.360724
183.0,89,355.42622
179.0,84,355.485786
145.0,92,355.553051
256.0,109,355.632619
213.0,91,355.697352
224.0,86,355.760098
67.0,81,355.817366
116.0,81,355.876205
74.0,78,355.933101
111.0,88,355.99589
430.0,101,356.069328
191.0,92,356.133683
325.0,100,356.206216
87.0,77,356.262885
202.0,99,356.333397
221.0,96,356.403502
92.0,86,356.466654
96.0,88,356.5283
204.0,86,358.638806
371.0,104,358.717361
189.0,94,358.78687
225.0,95,358.853579
210.0,90,358.919349
86.0,78,358.975703
233.0,105,359.051157
79.0,82,359.111597
233.0,90,359.17415
62.0,85,359.236318
132.0,95,359.304569
328.0,104,359.377872
208.0,92,359.445624
216.0,100,359.518754
211.0,88,359.58216
242.0,99,359.654079
312.0,90,359.720007
101.0,80,359.778514
318.0,95,359.849032
112.0,98,359.919593
131.0,91,359.984826
116.0,97,360.0561
189.0,95,362.141238
322.0,102,362.215156
297.0,90,362.282215
317.0,94,362.351102
131.0,101,362.422773
455.0,111,362.502973
99.0,91,362.570262
100.0,91,362.637395
78.0,89,362.709899
110.0,92,362.833517
112.0,84,362.896728
282.0,86,362.956276
89.0,85,363.018363
106.0,86,363.081039
201.0,99,363.164074
191.0,85,363.231035
86.0,86,363.294138
203.0,96,363.361699
233.0,92,363.429808
232.0,101,363.503302
105.0,86,363.565332
101.0,92,363.631974
96.0,93,363.700449
235.0,94,365.836284
278.0,86,365.903483
63.0,86,365.966039
100.0,82,366.027212
155.0,99,366.098053
73.0,78,366.155795
102.0,79,366.21737
330.0,98,366.292699
113.0,90,366.359491
310.0,87,366.423192
215.0,90,366.489075
337.0,101,366.564019
106.0,86,366.628028
55.0,78,366.687709
215.0,100,366.762244
132.0,97,366.830296
226.0,92,366.898403
219.0,94,366.9702
82.0,87,367.033568
205.0,90,367.104111
40.0,65,367.157519
115.0,95,367.233704
85.0,77,367.292243
236.0,98,369.595329
204.0,99,369.666238
216.0,91,369.733282
332.0,95,369.803417
63.0,73,369.85657
179.0,82,369.917202
95.0,84,369.97842
176.0,85,370.040107
77.0,87,370.102779
100.0,88,370.168453
201.0,87,370.232029
179.0,88,370.295251
236.0,95,370.364087
337.0,100,370.43611
238.0,96,370.502239
328.0,91,370.568555
325.0,93,370.634856
201.0,84,370.695842
214.0,87,370.758275
212.0,88,370.820668
104.0,88,370.885622
196.0,94,370.954297
226.0,95,371.022841
76.0,79,373.13868
76.0,91,373.21812
197.0,96,373.292496
113.0,94,373.358917
182.0,87,373.419703
121.0,103,373.495768
133.0,87,373.556633
183.0,97,373.626844
227.0,102,373.699886
115.0,102,373.771294
106.0,86,373.835321
352.0,92,373.906762
91.0,79,373.967556
236.0,94,374.042056
103.0,86,374.110835
212.0,92,374.182522
157.0,94,374.255562
194.0,83,374.317112
204.0,90,374.380994
117.0,94,374.449213
186.0,86,374.510939
202.0,92,374.576123
315.0,95,376.800324
302.0,87,376.865361
91.0,88,376.927597
243.0,102,377.006104
91.0,89,377.072664
350.0,108,377.149562
379.0,102,377.22164
86.0,85,377.28499
64.0,76,377.338096
116.0,84,377.399278
322.0,91,377.46472
115.0,96,377.533515
196.0,94,377.601701
301.0,88,377.66548
124.0,89,377.730544
85.0,77,377.787386
235.0,99,377.857354
87.0,85,377.925616
139.0,69,377.982445
135.0,91,378.056201
205.0,92,378.131144
257.0,98,378.212463
100.0,89,378.282456
274.0,100,380.433445
95.0,76,380.488309
131.0,90,380.554576
211.0,95,380.622754
109.0,87,380.685737
327.0,102,380.764547
218.0,92,380.837902
91.0,90,380.907601
206.0,95,381.029524
336.0,101,381.104232
127.0,104,381.180925
332.0,100,381.253124
99.0,85,381.314255
185.0,79,381.371718
198.0,91,381.43772
102.0,82,381.49827
101.0,88,381.562488
83.0,83,381.621939
140.0,95,381.690629
293.0,100,381.761614
424.0,101,381.835945
392.0,99,381.908435
97.0,86,384.105056
225.0,104,384.182353
96.0,82,384.243515
118.0,96,384.311628
207.0,95,384.382374
98.0,91,384.44867
220.0,100,384.519212
125.0,104,384.59594
231.0,93,384.663832
65.0,77,384.717755
203.0,87,384.781393
346.0,101,384.854155
78.0,83,384.91395
249.0,104,384.98965
571.0,116,385.072792
95.0,89,385.134806
425.0,103,385.210355
119.0,93,385.277463
317.0,98,385.346868
103.0,93,385.415121
196.0,89,385.480215
278.0,93,385.547049
64.0,87,387.685802
91.0,81,387.744472
198.0,89,387.809156
123.0,85,387.918342
332.0,108,388.00497
111.0,98,388.081407
197.0,93,388.153676
338.0,107,388.237787
113.0,89,388.304212
202.0,92,388.378178
224.0,95,388.448182
83.0,90,388.513587
194.0,90,388.580758
140.0,92,388.64845
328.0,94,388.714896
235.0,103,388.790128
95.0,86,388.85207
79.0,80,388.909641
249.0,102,388.982844
111.0,87,389.046878
204.0,90,389.112476
454.0,116,391.216989
122.0,86,391.283647
408.0,101,391.357233
89.0,80,391.419577
107.0,81,391.484243
195.0,95,391.557173
86.0,88,391.629061
196.0,90,391.699553
57.0,84,391.759836
453.0,104,391.835368
195.0,85,391.897854
201.0,99,391.967981
76.0,80,392.029959
101.0,83,392.08737
353.0,94,392.156117
131.0,89,392.224584
329.0,104,392.298137
98.0,90,392.363979
316.0,105,392.439112
82.0,87,392.500302
206.0,94,392.567893
95.0,86,392.630704
86.0,86,392.693175
356.0,106,394.815587
86.0,94,394.88517
115.0,92,394.955387
333.0,110,395.034858
142.0,100,395.105528
78.0,87,395.16918
236.0,100,395.238605
128.0,92,395.305738
83.0,80,395.364019
141.0,97,395.432635
228.0,92,395.500265
301.0,91,395.566707
306.0,93,395.632946
82.0,89,395.697825
217.0,91,395.802887
