#{"t_start": 1744343419.333951, "env_id": "None"}
r,l,t
304.0,96,395.564157
116.0,90,395.628283
229.0,97,395.698908
61.0,75,395.792857
203.0,86,395.852411
204.0,87,395.91644
291.0,81,395.973315
90.0,83,396.034034
171.0,87,396.108372
225.0,96,396.182039
185.0,85,396.249874
211.0,93,396.325819
313.0,97,398.497418
104.0,85,398.561098
308.0,98,398.638465
196.0,85,398.707749
205.0,88,398.776146
242.0,96,398.849084
207.0,90,398.914377
93.0,89,398.979842
182.0,85,399.041072
350.0,102,399.114534
114.0,94,399.18189
309.0,101,399.256389
220.0,98,399.324438
248.0,97,399.395496
205.0,87,399.459221
326.0,108,399.534989
312.0,91,399.603341
211.0,88,399.668645
66.0,79,399.727309
440.0,102,399.802658
105.0,94,399.874266
156.0,97,402.036568
125.0,98,402.112849
159.0,83,402.174946
584.0,121,402.264124
106.0,85,402.335637
333.0,105,402.423542
67.0,78,402.479317
241.0,101,402.552686
200.0,84,402.615041
180.0,84,402.677857
366.0,96,402.749017
176.0,77,402.807052
186.0,85,402.868711
114.0,87,402.934826
187.0,89,402.998268
79.0,82,403.059705
100.0,90,403.125696
296.0,97,403.194914
314.0,96,403.315429
183.0,86,403.378238
121.0,97,403.459662
195.0,96,403.52727
104.0,88,403.593335
319.0,94,405.724554
104.0,84,405.7991
95.0,90,405.864398
173.0,80,405.920383
215.0,91,405.985867
106.0,94,406.049669
255.0,109,406.129444
219.0,100,406.217938
195.0,93,406.290022
78.0,82,406.345909
124.0,92,406.410499
259.0,100,406.47825
121.0,97,406.55227
84.0,86,406.613307
179.0,84,406.674158
83.0,88,406.741724
76.0,82,406.805627
138.0,96,406.878835
130.0,93,406.945758
111.0,93,407.024575
242.0,103,407.095732
106.0,83,407.154535
177.0,85,409.291967
209.0,94,409.360861
130.0,96,409.442908
137.0,98,409.510733
91.0,84,409.570012
104.0,89,409.630996
92.0,89,409.694186
224.0,93,409.764135
252.0,104,409.836875
223.0,91,409.9288
182.0,76,410.013133
97.0,91,410.077412
96.0,78,410.133077
124.0,86,410.19509
153.0,102,410.264972
84.0,89,410.32778
194.0,90,410.391274
198.0,84,410.448377
200.0,95,410.515813
211.0,99,410.585043
101.0,85,410.651943
87.0,89,410.715774
78.0,77,410.76808
343.0,102,412.904048
232.0,94,412.970682
112.0,86,413.032367
316.0,96,413.098027
435.0,107,413.231608
218.0,96,413.297148
118.0,87,413.366572
88.0,91,413.428815
131.0,92,413.503152
225.0,92,413.575022
398.0,95,413.645985
131.0,97,413.71299
109.0,95,413.780467
117.0,95,413.845371
78.0,74,413.89721
98.0,87,413.988035
337.0,111,414.062789
226.0,96,414.130412
228.0,89,414.192701
238.0,103,414.271036
183.0,87,414.33459
216.0,97,414.40279
207.0,89,416.476226
86.0,90,416.540721
99.0,86,416.601463
100.0,89,416.666793
167.0,95,416.734943
199.0,81,416.790526
110.0,98,416.859715
341.0,101,416.946122
243.0,97,417.026867
75.0,73,417.07663
124.0,95,417.14352
229.0,91,417.208916
109.0,84,417.269265
204.0,92,417.341855
288.0,85,417.400376
162.0,81,417.458716
98.0,84,417.516013
77.0,86,417.576695
321.0,101,417.654852
223.0,97,417.734654
222.0,91,417.799141
124.0,91,417.862974
106.0,93,417.925695
186.0,88,420.430868
106.0,90,420.509331
209.0,100,420.596675
109.0,93,420.676657
192.0,85,420.75373
47.0,83,420.823926
108.0,93,420.908431
455.0,104,420.993266
115.0,88,421.07426
218.0,102,421.161225
241.0,94,421.248
446.0,111,421.348587
451.0,109,421.448269
86.0,83,421.560316
105.0,84,421.621864
70.0,74,421.677728
112.0,104,421.763423
161.0,99,421.835469
327.0,98,421.906976
192.0,86,421.968262
138.0,93,422.040216
340.0,98,422.1106
222.0,98,424.248713
105.0,82,424.309254
88.0,84,424.370201
320.0,100,424.445322
75.0,84,424.509951
352.0,112,424.594312
102.0,88,424.657849
235.0,96,424.729209
223.0,102,424.803151
204.0,81,424.860764
102.0,93,424.931443
357.0,108,425.009671
320.0,99,425.126877
132.0,92,425.192675
205.0,101,425.271753
212.0,102,425.343121
126.0,85,425.401107
106.0,86,425.462606
245.0,95,425.530123
241.0,94,425.595114
391.0,112,425.675194
210.0,93,427.785837
64.0,81,427.84664
115.0,90,427.911089
197.0,87,427.972468
210.0,98,428.040079
111.0,88,428.101163
126.0,100,428.173545
200.0,81,428.230596
440.0,102,428.305429
92.0,91,428.371907
212.0,94,428.443219
324.0,97,428.511942
114.0,92,428.586751
200.0,93,428.650906
230.0,101,428.725354
89.0,88,428.78981
206.0,103,428.860427
107.0,89,428.924086
85.0,80,428.979691
352.0,109,429.055709
95.0,99,429.126605
93.0,85,429.185156
131.0,93,431.245375
88.0,84,431.306568
185.0,82,431.362942
132.0,96,431.431147
106.0,89,431.492564
240.0,96,431.560225
320.0,103,431.63278
158.0,72,431.682923
224.0,93,431.759688
188.0,97,431.841753
105.0,90,431.904056
77.0,85,431.96452
113.0,93,432.034581
98.0,85,432.097501
189.0,97,432.166764
119.0,83,432.225051
203.0,96,432.295089
118.0,92,432.361042
333.0,102,432.439775
144.0,97,432.623585
101.0,88,432.697136
218.0,93,432.782878
186.0,88,432.847079
198.0,93,435.008788
96.0,88,435.070457
329.0,95,435.13796
333.0,107,435.214346
216.0,98,435.283216
208.0,95,435.352361
229.0,94,435.427305
216.0,100,435.514929
179.0,95,435.581469
212.0,93,435.655009
193.0,84,435.724828
343.0,109,435.802301
198.0,90,435.865426
206.0,94,435.931608
120.0,100,436.004654
104.0,95,436.081593
111.0,95,436.150716
128.0,95,436.230568
182.0,75,436.285129
208.0,94,436.351123
78.0,93,436.417036
174.0,93,438.492219
222.0,97,438.561436
339.0,102,438.697369
81.0,78,438.771268
224.0,99,438.843824
92.0,78,438.895237
93.0,87,438.957925
208.0,100,439.028067
218.0,93,439.090855
225.0,95,439.196989
200.0,91,439.26067
117.0,101,439.331982
110.0,85,439.393494
91.0,88,439.467935
137.0,86,439.527568
354.0,113,439.615696
108.0,92,439.69051
309.0,96,439.759933
107.0,90,439.826618
85.0,93,439.896912
196.0,88,439.986807
357.0,101,440.07855
77.0,80,440.133495
383.0,109,442.19721
241.0,101,442.267973
96.0,81,442.326102
99.0,86,442.386699
71.0,84,442.445956
145.0,98,442.522105
89.0,85,442.580108
184.0,88,442.642546
51.0,74,442.69829
97.0,90,442.760779
131.0,86,442.824144
212.0,91,442.887205
210.0,94,442.954125
219.0,90,443.028703
104.0,84,443.086871
218.0,94,443.153441
183.0,93,443.227919
88.0,83,443.290285
101.0,90,443.355838
218.0,92,443.418995
55.0,80,443.491103
79.0,77,443.549405
220.0,97,443.619828
